name,facebook,twitter,website,genre,mtv,,,,,name
Garbage,http://www.facebook.com/243166889027503,http://www.twitter.com/garbage,http://www.garbage.com/,Rock,http://www.mtv.com/artists/garbage/biography,,,,,Garbage
Gene Autry,http://www.facebook.com/137145782681,http://www.twitter.com/ephixa,http://www.geneautry.com,Country,http://www.cmt.com/artists/gene-autry/biography,,,,,Gene Autry
Geula Gill,,,,,http://www.mtv.com/artists/geula-gill/biography,,,,,Geula Gill
Glenn Frey,http://www.facebook.com/180464438733964,http://www.twitter.com/theglennfrey,,Pop,http://www.mtv.com/artists/glenn-frey/biography,,,,,Glenn Frey
Grace Potter & the Nocturnals,http://www.facebook.com/14240775214,http://www.twitter.com/gracepotter,http://www.gracepotter.com,Rock,http://www.mtv.com/artists/grace-potter-and-the-nocturnals/biography,,,,,Grace Potter & the Nocturnals
"Harvey Watkins, Jr.",,,,,http://www.mtv.com/artists/harvey-watkins-jr/biography,,,,,"Harvey Watkins, Jr."
Halestorm,http://www.facebook.com/7234546706,http://www.twitter.com/halestorm,http://www.halestormrocks.com/,Rock,http://www.mtv.com/artists/halestorm/biography,,,,,Halestorm
Hammer,http://www.facebook.com/108281002532890,,http://www.mchammer.com/,Hip-Hop/Rap,http://www.mtv.com/artists/hammer/biography,,,,,Hammer
Hey Monday,http://www.facebook.com/23054937379,http://www.twitter.com/heymonday,,Rock,http://www.mtv.com/artists/hey-monday/biography,,,,,Hey Monday
Hillsongs Austrailia,http://www.facebook.com/Hillsongs Austrailia,,,Inspirational,http://www.mtv.com/artists/hillsongs-austrailia/biography,,,,,Hillsongs Austrailia
Hold Tight,,,,,http://www.mtv.com/artists/hold-tight/biography,,,,,Hold Tight
Hoodie Allen,http://www.facebook.com/34132013313,http://www.twitter.com/hoodieallen,,Hip-Hop,http://www.mtv.com/artists/hoodie-allen/biography,,,,,Hoodie Allen
Huey Lewis,,,http://www.hln.org/,Pop,http://www.mtv.com/artists/huey-lewis/biography,,,,,Huey Lewis
Ian Tyson,http://www.facebook.com/158966430794499,,,Country,http://www.cmt.com/artists/ian-tyson/biography,,,,,Ian Tyson
J Balvin,,,,,http://www.mtv.com/artists/j-balvin/biography,,,,,J Balvin
Iyaz,http://www.facebook.com/115879212562,http://www.twitter.com/iyazlive,,R&B,http://www.mtv.com/artists/iyaz/biography,,,,,Iyaz
Jadine,,,,,http://www.mtv.com/artists/jadine/biography,,,,,Jadine
Israel Vibration,http://www.facebook.com/102893156471708,http://www.twitter.com/craigwallace14,http://www.israelvibration.com/,Reggae,http://www.mtv.com/artists/israel-vibration/biography,,,,,Israel Vibration
Ithamara Koorax,,,,Jazz,http://www.mtv.com/artists/ithamara-koorax/biography,,,,,Ithamara Koorax
Jack Johnson,http://www.facebook.com/5916438291,http://www.twitter.com/jackjohnson,http://jackjohnson.com/,Alternative Folk,http://www.mtv.com/artists/jack-johnson/biography,,,,,Jack Johnson
James King,,,http://www.reverbnation.com/james79,Hip-Hop/Rap,http://www.mtv.com/artists/james-king/biography,,,,,James King
Jake Bugg,http://www.facebook.com/153995687964696,http://www.twitter.com/jakebugg,http://jakebugg.com,Rock,http://www.mtv.com/artists/jake-bugg/biography,,,,,Jake Bugg
James Wesley,http://www.facebook.com/180016463378,http://www.twitter.com/jameswesley1,,Soundtracks/Musicals,http://www.mtv.com/artists/james-wesley/biography,,,,,James Wesley
Joey Luft,,,,,http://www.mtv.com/artists/joey-luft/biography,,,,,Joey Luft
Jerry Rivera,http://www.facebook.com/38210471270,http://www.twitter.com/jerry_rivera,http://www.jerryrivera.com,World/International,http://www.mtv.com/artists/jerry-rivera/biography,,,,,Jerry Rivera
Jimmy Capps,,,,Country,http://www.cmt.com/artists/jimmy-capps/biography,,,,,Jimmy Capps
Jimmy Page,http://www.facebook.com/9366537611,http://www.twitter.com/jimmypage,http://www.ledzeppelin.com/,Rock,http://www.mtv.com/artists/jimmy-page/biography,,,,,Jimmy Page
John Corbett,,,,Country,http://www.cmt.com/artists/john-corbett/biography,,,,,John Corbett
John Prine,http://www.facebook.com/49424414445,http://www.twitter.com/johnprinelyrics,http://www.jpshrine.org/,Pop,http://www.mtv.com/artists/john-prine/biography,,,,,John Prine
John Mellencamp,http://www.facebook.com/7609814137,http://www.twitter.com/johnmellencamp,http://www.mellencamp.com/welcome.html,Rock & Roll,http://www.mtv.com/artists/john-mellencamp/biography,,,,,John Mellencamp
Johnny Lee,,,,Country,http://www.cmt.com/artists/johnny-lee-2/biography,,,,,Johnny Lee
Jonathan Greer/Cathedral,,,,Inspirational,http://www.mtv.com/artists/jonathan-greer-cathedral/biography,,,,,Jonathan Greer/Cathedral
Judy Collins,http://www.facebook.com/Judy Collins,,http://www.judycollins.com/,Blues/Folk,http://www.mtv.com/artists/judy-collins/biography,,,,,Judy Collins
K-Digga,,,,,http://www.mtv.com/artists/k-digga-2/biography,,,,,K-Digga
Karmin,http://www.facebook.com/100885193818,http://www.twitter.com/karminmusic,http://www.karminmusic.com,Teen Pop,http://www.mtv.com/artists/karmin/biography,,,,,Karmin
Katie Melua,http://www.facebook.com/34952850088,http://www.twitter.com/katiemelua,http://www.katiemelua.com/,Easy Listening/Vocal,http://www.mtv.com/artists/katie-melua/biography,,,,,Katie Melua
Katrina Elam,,,,Country,http://www.cmt.com/artists/katrina-elam/biography,,,,,Katrina Elam
Katy B,http://www.facebook.com/116591157446,http://www.twitter.com/katyb,,Hip-Hop,http://www.mtv.com/artists/katy-b/biography,,,,,Katy B
Keke Palmer,http://www.facebook.com/42643119075,http://www.twitter.com/kekepalmer,http://www.kekepalmer.com,R&B/Soul,http://www.mtv.com/artists/keke-palmer/biography,,,,,Keke Palmer
Kitty Lee,,,,,http://www.cmt.com/artists/kitty-lee/biography,,,,,Kitty Lee
Killing Joke,http://www.facebook.com/186566984728028,http://www.twitter.com/killingjokeband,,Rock,http://www.mtv.com/artists/killing-joke/biography,,,,,Killing Joke
Kill Memory Crash,,,,Electronic/Dance,http://www.mtv.com/artists/kill-memory-crash/biography,,,,,Kill Memory Crash
KT Tunstall,http://www.facebook.com/6882071113,http://www.twitter.com/kttunstall,http://www.kttunstall.com/,Rock,http://www.mtv.com/artists/kt-tunstall/biography,,,,,KT Tunstall
Lawson,,,,,http://www.mtv.com/artists/lawson-01/biography,,,,,Lawson
Lira,,,,World/Reggae,http://www.mtv.com/artists/lira-2/biography,,,,,Lira
Lita Ford,http://www.facebook.com/154132443464,http://www.twitter.com/litaford,,Rock,http://www.mtv.com/artists/lita-ford/biography,,,,,Lita Ford
Limp Bizkit,http://www.facebook.com/48793492547,http://www.twitter.com/freddurst,http://www.limp-bizkit.com/,Alternative,http://www.mtv.com/artists/limp-bizkit/biography,,,,,Limp Bizkit
Liz Phair,http://www.facebook.com/140813779282212,http://www.twitter.com/liz_phair,http://www.lizphair.com/,Rock,http://www.mtv.com/artists/liz-phair/biography,,,,,Liz Phair
Lloyd,http://www.facebook.com/22144822742,http://www.twitter.com/lloyd_yg,,Hip-Hop/Rap,http://www.mtv.com/artists/lloyd/biography,,,,,Lloyd
Live,http://www.facebook.com/30887983908,http://www.twitter.com/freaks4live,http://www.Freaks4LIVE.com,Rock,http://www.mtv.com/artists/live/biography,,,,,Live
Los Horóscopos de Durango,http://www.facebook.com/126047557472682,http://www.twitter.com/horoscoposdedgo,,Latin,http://www.mtv.com/artists/los-horoscopos-de-durango/biography,,,,,Los Horóscopos de Durango
Los Lonely Boys,http://www.facebook.com/9857593767,http://www.twitter.com/loslonelyboys,http://www.loslonelyboys.org,Rock,http://www.mtv.com/artists/los-lonely-boys/biography,,,,,Los Lonely Boys
Macy Gray,http://www.facebook.com/176046896552,http://www.twitter.com/macygrayslife,http://www.macygray.com/,Hip-Hop/Rap,http://www.mtv.com/artists/macy-gray/biography,,,,,Macy Gray
The Lumineers,http://www.facebook.com/124326571331,,http://www.thelumineers.com,Folk-Rock,http://www.cmt.com/artists/the-lumineers/biography,,,,,The Lumineers
Lupe Fiasco,http://www.facebook.com/8128837281,http://www.twitter.com/lupefiasco,http://www.lupefiasco.com,Hip-Hop/Rap,http://www.mtv.com/artists/lupe-fiasco/biography,,,,,Lupe Fiasco
Mack 10,,,http://www.mack-10.com/,Hip-Hop/Rap,http://www.mtv.com/artists/mack-10/biography,,,,,Mack 10
Marty Robbins,http://www.facebook.com/149104450164,,http://www.countrymusichalloffame.com/inductees/marty_robbins.html,Country,http://www.cmt.com/artists/marty-robbins/biography,,,,,Marty Robbins
Melody Gardot,http://www.facebook.com/85191657165,http://www.twitter.com/mgardot,,Rock,http://www.mtv.com/artists/melody-gardot/biography,,,,,Melody Gardot
Megha Maan,http://www.facebook.com/pages/Megha-Maan/139356396458,http://twitter.com/MeghaMaan,http://www.reverbnation.com/meghamaan,Hip-Hop/Rap,http://www.mtv.com/artists/megha-maan/biography,,,,,Megha Maan
Mirella Cesa,,,,,http://www.mtv.com/artists/mirella-cesa/biography,,,,,Mirella Cesa
Mickey Gilley,http://www.facebook.com/119030908181364,http://www.twitter.com/mickeygilley1,http://www.gilleys.com/,Country,http://www.cmt.com/artists/mickey-gilley/biography,,,,,Mickey Gilley
Monique Berry,,,,,http://www.mtv.com/artists/monique-berry/biography,,,,,Monique Berry
Motion City Soundtrack,http://www.facebook.com/7482564047,http://www.twitter.com/motioncitymusic,http://www.motioncitysoundtrack.com/,Rock,http://www.mtv.com/artists/motion-city-soundtrack/biography,,,,,Motion City Soundtrack
Neal McCoy,http://www.facebook.com/103374916382852,http://www.twitter.com/nealmccoy,http://www.nealmccoy.com/,Country,http://www.cmt.com/artists/neal-mccoy/biography,,,,,Neal McCoy
Neon Trees,http://www.facebook.com/79412962324,http://www.twitter.com/neontrees,http://www.fameisdead.com,Alternative,http://www.mtv.com/artists/neon-trees/biography,,,,,Neon Trees
New Years Day,http://www.facebook.com/103712438060,http://www.twitter.com/nydrock,,Pop/Rock,http://www.mtv.com/artists/new-years-day/biography,,,,,New Years Day
Nonpoint,http://www.facebook.com/12872346218,http://www.twitter.com/nonpoint,http://www.nonpoint.com/,Metal,http://www.mtv.com/artists/nonpoint/biography,,,,,Nonpoint
Passion Pit,http://www.facebook.com/63224190085,http://www.twitter.com/passionpit,http://passionpitmusic.com/,Alternative,http://www.mtv.com/artists/passion-pit/biography,,,,,Passion Pit
Patsy Cline,,,http://www.countrymusichalloffame.com/inductees/patsy_cline.html,Country,http://www.cmt.com/artists/patsy-cline/biography,,,,,Patsy Cline
Pee Wee Madison,,,,Blues/Folk,http://www.mtv.com/artists/pee-wee-madison/biography,,,,,Pee Wee Madison
Pepe Aguilar,http://www.facebook.com/59946037695,http://www.twitter.com/pepeaguilar,http://www.pepeaguilar.com.mx,Regional Mexicano,http://www.mtv.com/artists/pepe-aguilar/biography,,,,,Pepe Aguilar
Peter Alexander,,,,Classical,http://www.mtv.com/artists/peter-alexander/biography,,,,,Peter Alexander
Play,http://www.facebook.com/13816820662,,http://www.play-central.com/,Pop,http://www.mtv.com/artists/play-1/biography,,,,,Play
Pimp C,http://www.facebook.com/112719012076377,http://www.twitter.com/pimpcnakedsoul,,Rap,http://www.mtv.com/artists/pimp-c/biography,,,,,Pimp C
Ray J,http://www.facebook.com/59318870874,http://www.twitter.com/rayj,,Hip-Hop/Rap,http://www.mtv.com/artists/ray-j/biography,,,,,Ray J
Pulp,,,,Alternative,http://www.mtv.com/artists/pulp/biography,,,,,Pulp
Rata Blanca,,,,Latin,http://www.mtv.com/artists/rata-blanca/biography,,,,,Rata Blanca
Rebecca Black,,,,,http://www.mtv.com/artists/rebecca-black/biography,,,,,Rebecca Black
Rehab,http://www.facebook.com/48340330075,http://www.twitter.com/rehabmusic,http://www.rehabmusic.com/index.php?option=com_content&view=frontpage,Hip-Hop/Rap,http://www.mtv.com/artists/rehab-2/biography,,,,,Rehab
Reid Perry,,,,,http://www.cmt.com/artists/reid-perry/biography,,,,,Reid Perry
R.E.M.,http://www.facebook.com/8759772983,http://www.twitter.com/remhq,http://www.remhq.com/,Rock,http://www.mtv.com/artists/rem/biography,,,,,R.E.M.
Restless Heart,http://www.facebook.com/50350896603,http://www.twitter.com/restless__heart,http://www.restlessheartband.com,Country,http://www.cmt.com/artists/restless-heart/biography,,,,,Restless Heart
Rick Danko,,,,Classic Rock,http://www.cmt.com/artists/rick-danko/biography,,,,,Rick Danko
Rev. James Cleveland,,,,Inspirational,http://www.mtv.com/artists/rev-james-cleveland/biography,,,,,Rev. James Cleveland
Rodney Crowell,http://www.facebook.com/126646704016657,http://www.twitter.com/rodneyjcrowell,http://rodneycrowell.com,Americana,http://www.cmt.com/artists/rodney-crowell-1/biography,,,,,Rodney Crowell
Ricky Vallen,,,,,http://www.mtv.com/artists/ricky-vallen-00/biography,,,,,Ricky Vallen
Robbie Williams,http://www.facebook.com/5441929106,http://www.twitter.com/robbiewilliams,http://www.robbiewilliams.com,Pop,http://www.mtv.com/artists/robbie-williams/biography,,,,,Robbie Williams
Roger Danes,,,,,http://www.cmt.com/artists/roger-danes/biography,,,,,Roger Danes
Roberto Tapia,http://www.facebook.com/115928451774,http://www.twitter.com/roberto__tapia,,Latin,http://www.mtv.com/artists/roberto-tapia/biography,,,,,Roberto Tapia
Run-D.M.C.,,,,Hip-Hop/Rap,http://www.mtv.com/artists/run-dmc/biography,,,,,Run-D.M.C.
Rose Falcon,http://www.facebook.com/354217458439,http://www.twitter.com/rosefalcon,http://www.rosefalcon.com,Country,http://www.cmt.com/artists/rose-falcon/biography,,,,,Rose Falcon
Ryan Tedder,http://www.facebook.com/65147660578,,,Pop/Rock,http://www.mtv.com/artists/ryan-tedder/biography,,,,,Ryan Tedder
Sally Williams,,,,,http://www.cmt.com/artists/sally-williams/biography,,,,,Sally Williams
Sarah Darling,,,,,http://www.cmt.com/artists/sarah-darling/biography,,,,,Sarah Darling
Shenandoah,,,,Country,http://www.cmt.com/artists/shenandoah-00/biography,,,,,Shenandoah
Sébastien Lacombe,,,,,http://www.mtv.com/artists/sebastien-lacombe/biography,,,,,Sébastien Lacombe
Selena,http://www.facebook.com/245669147875,http://www.twitter.com/selenalaleyenda,http://www.selena.org/,World/International,http://www.mtv.com/artists/selena/biography,,,,,Selena
Shekinah Glory Ministry,http://www.facebook.com/50205206937,http://www.twitter.com/realsgm,,Inspirational,http://www.mtv.com/artists/shekinah-glory-ministry/biography,,,,,Shekinah Glory Ministry
Sierra Hull,http://www.facebook.com/12192817941,http://www.twitter.com/sierrahull,http://www.sierrahull.com,Americana,http://www.cmt.com/artists/sierra-hull/biography,,,,,Sierra Hull
Skip Ewing,http://www.facebook.com/369938906300,http://www.twitter.com/skipewing,,Country,http://www.cmt.com/artists/skip-ewing/biography,,,,,Skip Ewing
Simon & Garfunkel,http://www.facebook.com/271380322601,http://www.twitter.com/simongarfunkel,,Blues/Folk,http://www.mtv.com/artists/simon-garfunkel/biography,,,,,Simon & Garfunkel
Sixx:A.M.,http://www.facebook.com/107186422661155,http://www.twitter.com/sixxam,http://www.sixxammusic.com/,Rock,http://www.mtv.com/artists/sixxam/biography,,,,,Sixx:A.M.
Sizzla,,,,Reggae,http://www.mtv.com/artists/sizzla/biography,,,,,Sizzla
Sisqó,,http://www.twitter.com/officialsisqo,http://www.sisqo.com/,Contemporary R&B,http://www.mtv.com/artists/sisqo/biography,,,,,Sisqó
Starf*cker,,,,Rock,http://www.mtv.com/artists/starfcker/biography,,,,,Starf*cker
Steve Angello,http://www.facebook.com/59894622407,http://www.twitter.com/steveangello,,Electronic/Dance,http://www.mtv.com/artists/steve-angello/biography,,,,,Steve Angello
Steve Holy,http://www.facebook.com/16709284530,http://www.twitter.com/steveholy,http://www.SteveHoly.com,Contemporary Country,http://www.cmt.com/artists/steve-holy/biography,,,,,Steve Holy
Sugar Ray,http://www.facebook.com/215302958509115,http://www.twitter.com/sugarrayband,,Rock,http://www.mtv.com/artists/sugar-ray/biography,,,,,Sugar Ray
T. Graham Brown,,,http://www.tgrahambrown.com,Country,http://www.cmt.com/artists/t-graham-brown/biography,,,,,T. Graham Brown
Taboo Zoo,,,,,http://www.mtv.com/artists/taboo-zoo/biography,,,,,Taboo Zoo
Tattooed Soul,,,,,http://www.mtv.com/artists/tattooed-soul/biography,,,,,Tattooed Soul
Taio Cruz,http://www.facebook.com/6679099553,http://www.twitter.com/taiocruz,,Rock,http://www.mtv.com/artists/taio-cruz/biography,,,,,Taio Cruz
Teairra Mari,http://www.facebook.com/pages/Teairra-Mari-Fans-Page/161917207178092,http://twitter.com/teairra_mari,,R&B/Soul,http://www.mtv.com/artists/teairra-mari/biography,,,,,Teairra Mari
The Black Crowes,http://www.facebook.com/8333596474,http://www.twitter.com/theblackcrowes,http://www.blackcrowes.com/2010/,Rock,http://www.mtv.com/artists/the-black-crowes/biography,,,,,The Black Crowes
The Calling,http://www.facebook.com/354774581318129,http://www.twitter.com/thecallingmusic,http://www.thecallingband.com/,My Super Sweet 16,http://www.mtv.com/artists/the-calling/biography,,,,,The Calling
The Stanley Brothers,,,,Country,http://www.cmt.com/artists/the-stanley-brothers/biography,,,,,The Stanley Brothers
The Monkees,http://www.facebook.com/149744491709267,http://www.twitter.com/monkeesofficial,,Rock,http://www.mtv.com/artists/the-monkees/biography,,,,,The Monkees
The Mamas & The Papas,,,http://www.mamasandpapas.com/,Rock,http://www.mtv.com/artists/the-mamas-the-papas/biography,,,,,The Mamas & The Papas
The Pointer Sisters,,,,R&B/Soul,http://www.mtv.com/artists/the-pointer-sisters/biography,,,,,The Pointer Sisters
The Next Big Thing,,,,,http://www.mtv.com/artists/the-next-big-thing/biography,,,,,The Next Big Thing
The Walkmen,http://www.facebook.com/68240789745,http://www.twitter.com/thewalkmen,http://www.thewalkmen.com,Alternative,http://www.mtv.com/artists/the-walkmen/biography,,,,,The Walkmen
Theory of a Deadman,http://www.facebook.com/16131485044,http://www.twitter.com/toadm,http://theoryofadeadman.com,Rock,http://www.mtv.com/artists/theory-of-a-deadman/biography,,,,,Theory of a Deadman
Tierra Cali,http://www.facebook.com/132368556804038,http://www.twitter.com/tierracali,,Latin,http://www.mtv.com/artists/tierra-cali/biography,,,,,Tierra Cali
Tim Wiford,,,,,http://www.mtv.com/artists/tim-wiford/biography,,,,,Tim Wiford
Tony Bennett,http://www.facebook.com/28266459901,http://www.twitter.com/itstonybennett,https://tonybennett.com,Standards,http://www.mtv.com/artists/tony-bennett/biography,,,,,Tony Bennett
Trick Pony,,,http://www.trickpony.com/,Country,http://www.cmt.com/artists/trick-pony/biography,,,,,Trick Pony
Travis Barker,http://www.facebook.com/10170365846,http://www.twitter.com/travisbarker,http://TravisBarker.com,Hip-Hop/Rap,http://www.mtv.com/artists/travis-barker/biography,,,,,Travis Barker
Vampire Weekend,http://www.facebook.com/146487481057,http://www.twitter.com/vampireweekend,http://www.vampireweekend.com/,Indie Rock,http://www.mtv.com/artists/vampire-weekend/biography,,,,,Vampire Weekend
Viva!,,,,,http://www.mtv.com/artists/viva-1/biography,,,,,Viva!
Vonda Shepard,http://www.facebook.com/20302829364,,http://www.vesperalley.com/,R&B/Soul,http://www.mtv.com/artists/vonda-shepard/biography,,,,,Vonda Shepard
Wanda Jackson,,http://www.twitter.com/wandaandwendell,http://www.wandajackson.com,Country,http://www.cmt.com/artists/wanda-jackson-00/biography,,,,,Wanda Jackson
Will Young,http://www.facebook.com/20154083287,http://www.twitter.com/will_young31,,Pop,http://www.mtv.com/artists/will-young/biography,,,,,Will Young
X JAPAN,http://www.facebook.com/124298817619313,http://www.twitter.com/xjapanofficial,,World/Reggae,http://www.mtv.com/artists/x-japan/biography,,,,,X JAPAN
Yovie & Nuno,http://www.facebook.com/109514915735862,http://www.twitter.com/yovieandnuno,,World/Reggae,http://www.mtv.com/artists/yovie-nuno/biography,,,,,Yovie & Nuno
Zooey Deschanel,,,,,http://www.mtv.com/artists/zooey-deschanel/biography,,,,,Zooey Deschanel
Zeno Tornado,,,,,http://www.cmt.com/artists/zeno-tornado-00/biography,,,,,Zeno Tornado
Alesso,,,,,http://www.mtv.com/artists/alesso/biography,,,,,Alesso
AM,http://www.facebook.com/7199562857,http://www.twitter.com/amsounds,http://www.amsounds.com,Alternative,http://www.mtv.com/artists/am/biography,,,,,AM
Phoenix,http://www.facebook.com/19227674432,http://www.twitter.com/wearephoenix,http://wearephoenix.com,Alternative,http://www.mtv.com/artists/phoenix/biography,,,,,Phoenix
Lil Durk,http://www.facebook.com/540825729265857,http://www.twitter.com/lildurk_,,Hip-Hop,http://www.mtv.com/artists/lil-durk/biography,,,,,Lil Durk
MC Kash,,http://www.twitter.com/mckashkashmir,http://www.mckashofficial.com,Hip-Hop/Rap,http://www.mtv.com/artists/mc-kash/biography,,,,,MC Kash
Jessta James,,,http://www.jesstajames.com,Country,http://www.cmt.com/artists/jessta-james/biography,,,,,Jessta James
MKTO,http://www.facebook.com/206693729459643,http://www.twitter.com/wearemkto,http://www.wearemkto.com,Pop,http://www.mtv.com/artists/mkto/biography,,,,,MKTO
Morgan Frazier,http://www.facebook.com/197654120254568,http://www.twitter.com/_morganfrazier,http://morganfraziermusic.com/,Country,http://www.cmt.com/artists/morgan-frazier/biography,,,,,Morgan Frazier
R5,http://www.facebook.com/officialR5,http://www.twitter.com/http://r5rocks.com/,http://www.r5rocks.com,Pop/Rock,http://www.mtv.com/artists/r5/biography,,,,,R5
Sevyn Streeter,http://www.facebook.com/sevynstreeter,http://www.twitter.com/sevyn,http://www.sevynstreeter.com/,R&B/Soul,http://www.mtv.com/artists/sevyn-streeter/biography,,,,,Sevyn Streeter
Alessi's Ark,,,,Rock,http://www.mtv.com/artists/alessis-ark-1/biography,,,,,Alessi's Ark
Melanie Martinez,,,,Pop,http://www.mtv.com/artists/melanie-martinez/biography,,,,,Melanie Martinez
Sanek,http://www.facebook.com/121412171269044,http://www.twitter.com/sanek4life,http://sanek4life.ru,Hip-Hop/Rap,http://www.mtv.com/artists/sanek/biography,,,,,Sanek
Emblem3,,,,,http://www.mtv.com/artists/emblem3/biography,,,,,Emblem3
Clean Bandit,http://www.facebook.com/cleanbandit,http://www.twitter.com/cleanbandit ,,Electronic,http://www.mtv.com/artists/clean-bandit/biography,,,,,Clean Bandit
Lindsey Erin,http://www.facebook.com/188022257927698,http://twitter.com/LindseyEmusic,http://www.LindseyErinOfficial.com,Country,http://www.cmt.com/artists/lindsey-erin/biography,,,,,Lindsey Erin
Kelvyn Colt,http://www.facebook.com/162919897181696,http://twitter.com/TheForeignerBYS,http://bysmusic.co.uk,Hip-Hop/Rap,http://www.mtv.com/artists/kelvyn-colt/biography,,,,,Kelvyn Colt
Kree Harrison,http://www.facebook.com/KreeAI12,https://twitter.com/kreeharrison,http://kreeharrisonofficial.com,Country,http://www.cmt.com/artists/kree-harrison/biography,,,,,Kree Harrison
London Grammar,http://www.facebook.com/149707618401990,http://www.twitter.com/londongrammar,http://londongrammar.com,Electronic,http://www.mtv.com/artists/london-grammar/biography,,,,,London Grammar
Stephanie Quayle,,http://www.twitter.com/stephaniequayle,http://stephaniequayle.com,Country,http://www.mtv.com/artists/stephanie-quayle/biography,,,,,Stephanie Quayle
FKA twigs,http://www.facebook.com/twigsfka,http://www.twitter.com/fkatwigs,,Electronic,http://www.mtv.com/artists/fka-twigs/biography,,,,,FKA twigs
Louy Fierce,,http://twitter.com/LouyFierce,http://www.louyfiercemerch.bigcartel.com,Hip-Hop/Rap,http://www.mtv.com/artists/louy-fierce/biography,,,,,Louy Fierce
Rapper Maddy aka KING MADDY,http://www.facebook.com/32435884443,http://twitter.com/Rappermaddy,,Hip-Hop,http://www.mtv.com/artists/rapper-maddy-aka-king-maddy/biography,,,,,Rapper Maddy aka KING MADDY
Majid Jordan,,http://www.twitter.com/majid jordan,,Electronic/Dance,http://www.mtv.com/artists/majid-jordan/biography,,,,,Majid Jordan
Chanel West Coast,http://www.facebook.com/chanelwestcoast,http://twitter.com/rosabeales,http://Iamchanelwestcoast.com,West Coast Rap,http://www.mtv.com/artists/chanel-west-coast/biography,,,,,Chanel West Coast
Rixton,http://www.facebook.com/Rixtonofficial,http://twitter.com/rixtonofficial,http://rixtonband.com/,Pop/Rock,http://www.mtv.com/artists/rixton/biography,,,,,Rixton
Rainbow Kitten Surprise,http://www.facebook.com/150752095107665,http://www.twitter.com/rksbandofficial,,Alternative,http://www.mtv.com/artists/rainbow-kitten-surprise/biography,,,,,Rainbow Kitten Surprise
GOT7,,,,,http://www.mtv.com/artists/got7/biography,,,,,GOT7
Stevie Lee Woods,,,,Country,http://www.cmt.com/artists/stevie-lee-woods/biography,,,,,Stevie Lee Woods
Rockin' Raffi Arto,,,,,http://www.mtv.com/artists/rockin-raffi-arto/biography,,,,,Rockin' Raffi Arto
Mickey Guyton,,,http://www.mickeyguyton.com,Country,http://www.cmt.com/artists/mickey-guyton/biography,,,,,Mickey Guyton
Adjective,,,,,http://www.mtv.com/artists/adjective/biography,,,,,Adjective
MAGIC!,,,http://www.ournameismagic.com/,Pop/Rock,http://www.mtv.com/artists/magic-7/biography,,,,,MAGIC!
Young Fresh Da Don,,http://www.twitter.com/iYoungFresh,http://www.youtube.com/theofficialfreshtv,Hip-Hop/Rap,http://www.mtv.com/artists/young-fresh-da-don/biography,,,,,Young Fresh Da Don
Young_millz,,,,Gangsta Rap,http://www.mtv.com/artists/young-millz/biography,,,,,Young_millz
KAOS777,,http://www.twitter.com/MTVKAOS777,https://play.google.com/store/music/artist/KAOS777?id=Ahpad2xfrdbokla7tmrsjzwxbvu&hl=en,Electronic,http://www.mtv.com/artists/kaos777/biography,,,,,KAOS777
Dove Cameron,,,,,http://www.mtv.com/artists/dove-cameron/biography,,,,,Dove Cameron
Payroll Giovanni,,,,,http://www.mtv.com/artists/payroll-giovanni/biography,,,,,Payroll Giovanni
The Madden Brothers,,,,,http://www.mtv.com/artists/the-madden-brothers/biography,,,,,The Madden Brothers
Mick Jenkins,http://www.facebook.com/Mickalas Cage,http://www.twitter.com/MickJenkins,http://mickjenkins.com/,Rap,http://www.mtv.com/artists/mick-jenkins/biography,,,,,Mick Jenkins
Gold & The Invisible Girl,,,,,http://www.mtv.com/artists/gold-the-invisible-girl/biography,,,,,Gold & The Invisible Girl
Peewee Longway,,,,,http://www.mtv.com/artists/peewee-longway/biography,,,,,Peewee Longway
Tink,,,,R&B,http://www.mtv.com/artists/tink/biography,,,,,Tink
NF,http://www.facebook.com/nfrealmusic,http://www.twitter.com/nfrealmusic,http://www.nfrealmusic.com/,Hip-Hop/Rap,http://www.mtv.com/artists/nf/biography,,,,,NF
Lucky Harmon,,http://www.twitter.com/Luckysworld,http://www.luckyharmon.net,Pop,http://www.mtv.com/artists/lucky-harmon/biography,,,,,Lucky Harmon
Sam RUBIK,http://www.facebook.com/68899696,http://www.twitter.com/samrubik,http://www.urnr.tv,Hip-Hop/Rap,http://www.mtv.com/artists/sam-rubik/biography,,,,,Sam RUBIK
Dove Cameron,,,,Rock,http://www.mtv.com/artists/dove-cameron-1/biography,,,,,Dove Cameron
Filhos & Servos,,,,,http://www.mtv.com/artists/filhos-servos/biography,,,,,Filhos & Servos
Alina Baraz,,,,Electronic/Dance,http://www.mtv.com/artists/alina-baraz/biography,,,,,Alina Baraz
Eric Van Houten,http://www.facebook.com/160391083971298,http://www.twitter.com/ericvanhouten,http://www.ericvanhoutenmusic.com,Country,http://www.cmt.com/artists/eric-van-houten/biography,,,,,Eric Van Houten
SCREAM Soundtrack,,,http://screamsoundtrack.mtv.com,,http://www.mtv.com/artists/scream-soundtrack/biography,,,,,SCREAM Soundtrack
Acelya,,http://www.twitter.com/AcelyaOfficial,https://www.youtube.com/channel/UCjm2ocvIPqZT9g2l2MPrivg,Pop,http://www.mtv.com/artists/acelya/biography,,,,,Acelya
